"tinyId","nome","categoriaTiny","departamentoProposto","categoriaProposta","confianca","decisao","motivo"
"741048828","Lápis dermografico Mitisubishi - Preto","Sobrancelha","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"738053057","Lash Box Organizador de Cílios","Acesssórios e descartáveis","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"738053067","LASH FIX Miriam motta 30ml","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"738053078","Lenço para limpar bico de cola 10 un","Lash Designer >> Acesssórios e descartáveis","Lash Designer","Colas e Adesivos","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053088","Lente macro","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738053096","Linha de Algodão Vanity para Depilação Facial Egípcia","Sobrancelha","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"738053105","Linha pigmentada para marcação de sobrancelha - cor preta","Sobrancelha","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"738053134","Lixa polidora - X&D 100/180","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053143","Máscara descartável","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738053151","Máscara hidratante labial","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738053163","Microbrush 100 un","Lash Designer >> Acesssórios e descartáveis","Lash Designer","Acessórios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"770470790","Mini kit retenção Cherry ","(SEM CATEGORIA)","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"806077317","Mini Kit Retenção Cherry Lash","Lash Designer >> Cherry","Lash Designer","Kits","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053179","Mini lixa polidora - Sioux","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053186","Misturador Agitador De Cola Elétrico","Lash Designer >> Acesssórios e descartáveis","Lash Designer","Colas e Adesivos","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053198","Misturador mixer - Misturador de Henna","Acesssórios e descartáveis","Sobrancelhas","Sobrancelhas","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para sobrancelhas."
"738053212","Mousse de limpeza power  Miriam motta 50ml","(SEM CATEGORIA)","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738053243","Nano mister","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738053256","Novo Pote Eco 30g - Vòlia","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053270","Pad 25 pares","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738053275","PAD 50 unidades- pares","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738053301","Palito Para Alinhamento E Limpeza Henna Design Sobrancelhas","Acesssórios e descartáveis","Sobrancelhas","Sobrancelhas","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para sobrancelhas."
"738053321","Paquímetro pequeno","Sobrancelha","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"805051162","Pasta Mágica Sourcil","Sobrancelha >> Sour Cil","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"738053328","Pedra jade","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738053661","Pinça chafrada Solingen","Acesssórios e descartáveis","Lash Designer","Pinças","MEDIA","AUTO_APROVADO","Nome indica pinça; validar manualmente apenas se for ferramenta de outra linha."
"744931460","Pinça chanfrada para sobrancelha","Lash Designer >> Sobrancelha >> Pinças","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053337","Pinça curva - Vetus","Lash Designer >> Pinças","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806077430","Pinça curva - Vetus - Preta","Lash Designer >> Pinças","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806077454","Pinça curva dourada","Lash Designer >> Pinças","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053373","Pinça curva golfinho","Pinças","Lash Designer","Pinças","MEDIA","AUTO_APROVADO","Nome indica pinça; validar manualmente apenas se for ferramenta de outra linha."
"738053379","pinça curva nagaraku NH 15","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"738053388","Pinça curva para cílios","Lash Designer >> Pinças","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053395","Pinça curva para extensão de cílios","Lash Designer >> Pinças","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053404","Pinça Curva SKY","Pinças","Lash Designer","Pinças","MEDIA","AUTO_APROVADO","Nome indica pinça; validar manualmente apenas se for ferramenta de outra linha."
"738053420","Pinça De Curvatura C Prata - unha de gel","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"806077480","Pinça dourada","Lash Designer >> Pinças","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053441","Pinça formato golfinho dourada","Lash Designer >> Pinças","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053453","Pinça formato golfinho para cílios","Lash Designer >> Pinças","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053460","pinca golfinho","(SEM CATEGORIA)","Lash Designer","Pinças","MEDIA","AUTO_APROVADO","Nome indica pinça; validar manualmente apenas se for ferramenta de outra linha."
"738053467","Pinça nagaraku - 06","Lash Designer >> Nagaraku","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053533","Pinça nagaraku 04","Lash Designer >> Nagaraku","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053553","Pinça nagaraku 07","Lash Designer >> Nagaraku","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053595","Pinça nagaraku 09","Lash Designer >> Nagaraku","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053609","Pinça nagaraku N- 03","Nagaraku","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"806077401","Pinça Nagaraku N-02","Lash Designer >> Nagaraku","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053616","Pinça Nagaraku N01","Lash Designer >> Nagaraku","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053624","Pinça nagaraku ST12","Lash Designer >> Nagaraku","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053635","Pinça Nagaraku ST15 - Curva","Lash Designer >> Pinças","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"744931475","Pinça para sobrancelha reta","Lash Designer >> Sobrancelha >> Pinças","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053641","Pinça para volume","(SEM CATEGORIA)","Lash Designer","Pinças","MEDIA","AUTO_APROVADO","Nome indica pinça; validar manualmente apenas se for ferramenta de outra linha."
"738053647","Pinça para Volume - Bella moça","Pinças","Lash Designer","Pinças","MEDIA","AUTO_APROVADO","Nome indica pinça; validar manualmente apenas se for ferramenta de outra linha."
"744931497","Pinça ponta agulha para sobrancelha","(SEM CATEGORIA)","Lash Designer","Pinças","MEDIA","AUTO_APROVADO","Nome indica pinça; validar manualmente apenas se for ferramenta de outra linha."
"738053672","Pinça semi curva","Lash Designer >> Pinças","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053685","PINÇA VETUS ST12 - RETA","Lash Designer >> Pinças","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806077417","PINÇA VETUS ST12 - RETA - Preta","Lash Designer >> Pinças","Lash Designer","Pinças","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053692","Pincel aplicador gloss 50un","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738053697","Pincel chanfrado duplo escova","Sobrancelha","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"738053709","Pincel de limpeza cílios","Acesssórios e descartáveis","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"738053714","PINCEL DUPLO (LÍNGUA DE GATO E PONTA FINA) FAN NAILS C","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053737","Pincel espanador pó para unha","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053743","Pincel língua de gato - para aplicação de gel","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053750","Pincel para efumar para de vaca","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053759","Pisseta para limpeza de cílios","Acesssórios e descartáveis","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"738053770","Placa de mão, suporte de cílios","Acesssórios e descartáveis","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"738053778","Placa dupla para cílios","Acesssórios e descartáveis","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"738053788","Plástico filme","(SEM CATEGORIA)","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738053793","Porta Brocas","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053806","Pote hermético com Higrometro","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"741047041","Pote hermético para cola adesivo","Acesssórios e descartáveis","Lash Designer","Colas e Adesivos","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de adesivo/cola para lash."
"741047058","Pote hermético para cola adesivo - Preto","Acesssórios e descartáveis","Lash Designer","Colas e Adesivos","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de adesivo/cola para lash."
"741047053","Pote hermético para cola adesivo - Rosa","Acesssórios e descartáveis","Lash Designer","Colas e Adesivos","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de adesivo/cola para lash."
"738053814","PREP ANYLOVY - 120ML","NAIL DESIGNER >> ANYLOVY","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053837","PREP BACTERICIDA PARA CUIDADOS COM AS UNHAS 120ML - X&D","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053842","PREP BACTERICIDA PARA CUIDADOS COM AS UNHAS 500ML- X&D -)","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053849","Prep Nail Spray – Frasco","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053857","Prep Nail Spray – Sachê - 350ML","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053861","Primer Ácido Step 1 - 11ml - Bluwe","NAIL DESIGNER >> BLUWE","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053867","Primer Adesivador – Frasco","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053877","Primer Cherry - desengordurante para extensão de cílios","Lash Designer >> Cherry","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738053889","Primer limpador de cílios Navina","Acesssórios e descartáveis","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"753581661","Primer Nail Bonder Vòlia Preparador Unhas Sem Ácido 10ml","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053897","Primer Para Extensão De Cílios Glue Primer Navina 20ml","Acesssórios e descartáveis","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"738053914","Primer sem ácido 10ML - ANYLOVY","NAIL DESIGNER >> ANYLOVY","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053946","Pulseira para pinça - Anti queda","Acesssórios e descartáveis","Lash Designer","Pinças","MEDIA","AUTO_APROVADO","Nome indica pinça; validar manualmente apenas se for ferramenta de outra linha."
"738053961","Pulseira para pinça anti queda","(SEM CATEGORIA)","Lash Designer","Pinças","MEDIA","AUTO_APROVADO","Nome indica pinça; validar manualmente apenas se for ferramenta de outra linha."
"741049133","Refil para Gel de Alongamento para Unhas - Linha Light - 15ml - Real Love","NAIL DESIGNER >> Real Love","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"741049184","Refil para Gel de Alongamento para Unhas - Linha Light - 15ml - Real Love - 1 Transparente","NAIL DESIGNER >> Real Love","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"741049208","Refil para Gel de Alongamento para Unhas - Linha Light - 15ml - Real Love - 18 White","NAIL DESIGNER >> Real Love","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"741049189","Refil para Gel de Alongamento para Unhas - Linha Light - 15ml - Real Love - 2 Pink Nude","NAIL DESIGNER >> Real Love","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"741049218","Refil para Gel de Alongamento para Unhas - Linha Light - 15ml - Real Love - 20 Nude","NAIL DESIGNER >> Real Love","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"741049225","Refil para Gel de Alongamento para Unhas - Linha Light - 15ml - Real Love - 21 Milky","NAIL DESIGNER >> Real Love","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"741049195","Refil para Gel de Alongamento para Unhas - Linha Light - 15ml - Real Love - 4 Nude","NAIL DESIGNER >> Real Love","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"741049202","Refil para Gel de Alongamento para Unhas - Linha Light - 15ml - Real Love - 5 Nude","NAIL DESIGNER >> Real Love","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053964","Regulador de PH","NAIL DESIGNER >> ANYLOVY","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053970","Removedor de Cola Para Pinça","Lash Designer >> Removedores","Lash Designer","Colas e Adesivos","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"805052600","Removedor de Henna - Menela","(SEM CATEGORIA)","Lash Designer","Removedores","MEDIA","AUTO_APROVADO","Nome indica removedor."
"738053983","Removedor de Manchas Rare Way 20ml","Sobrancelha >> Rare Way","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"738053987","Removedor em creme nagaraku","Lash Designer >> Nagaraku","Lash Designer","Removedores","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738054001","REMOVEDOR EXCELLENT CREAM 5G","Removedores","Lash Designer","Removedores","MEDIA","AUTO_APROVADO","Nome indica removedor."
"738054012","Removedor Excellent Olive 7g","(SEM CATEGORIA)","Lash Designer","Removedores","MEDIA","AUTO_APROVADO","Nome indica removedor."
"738054040","Removedor funmix morango","Lash Designer >> Removedores","Lash Designer","Removedores","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738054049","Removedor funmix rosa","Lash Designer >> Removedores","Lash Designer","Removedores","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738054072","Removedor nagaraku Jelly","Lash Designer >> Nagaraku","Lash Designer","Removedores","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738054080","Removedor nagaraku pink","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"738054094","Removedor Navina caneta","Lash Designer >> Navina","Lash Designer","Removedores","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738054101","Removedor Navina em gel","Removedores","Lash Designer","Removedores","MEDIA","AUTO_APROVADO","Nome indica removedor."
"738054111","Removedor Salon Pro 60ml","Lash Designer >> Removedores","Lash Designer","Removedores","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738054118","Ring light 18 polegadas 46cm","Ring Lght 18 Polegadas 46 Cm","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738054154","Ring Light 18 Polegadas 46cm Tomate Com Tripé","Ring Lght 18 Polegadas 46 Cm","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738054184","Ring Light 36 cm + Ring 20 cm de Brinde","Ring Light >> 14 polegadas","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738054217","Ring light 46 cm - 18 polegadas","Ring Light >> Ring Lght 18 Polegadas 46 Cm","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738054228","Ring Light 46cm Tomate + Bolsa","Ring Light >> Ring Lght 18 Polegadas 46 Cm","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738054264","Rosto de treino para cílios","Lash Designer >> Acesssórios e descartáveis","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"753576984","Sachê Top Coat Efeitos Refil 9g - Vólia Cor Eggshell Matte","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054277","Sérum Brow Modelation Incolor","Sobrancelha >> Menela","Sobrancelhas","Sobrancelhas","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Sobrancelha."
"801539789","Shampoo espuma Beautyfi","(SEM CATEGORIA)","Lash Designer","Higienização","MEDIA","AUTO_APROVADO","Nome indica preparação/higienização lash."
"738054281","Sílica 100g","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738054286","SIOUX LIXA CAIXAO POLIDORA - 100/180","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054298","Suporte organizador de pinças","Acesssórios e descartáveis","Lash Designer","Pinças","MEDIA","AUTO_APROVADO","Nome indica pinça; validar manualmente apenas se for ferramenta de outra linha."
"738054310","Suporte plástico colmeia para cola de cílios","Acesssórios e descartáveis","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"738054316","Tesoura modelo pássaro","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738054319","Tesoura pequena","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738054325","Tesoura ponta redonda para sobrancelhas","Acesssórios e descartáveis","Sobrancelhas","Sobrancelhas","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para sobrancelhas."
"738054330","TIPS UNHA POSTIÇAS - ZEM BAILARINA C/100","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054352","Top Coat - D&Z - 15ml","NAIL DESIGNER >> D&Z","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054366","TOP COAT 9g - ANYLOVY","NAIL DESIGNER >> ANYLOVY","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054376","Top Coat Camuflagem Natural Pink 11ml - Bluwe","NAIL DESIGNER >> BLUWE","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054393","Top Coat Camuflagem Querido Bege 11ml - Bluwe","NAIL DESIGNER >> BLUWE","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054414","Top Coat Camuflagem Silk White 11ml - Bluwe","NAIL DESIGNER >> BLUWE","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054439","Top Coat Clear 11ml - Bluwe","NAIL DESIGNER >> BLUWE","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054465","Top Coat Com Glitter - Linha Light 12ML - Real Love","NAIL DESIGNER >> Real Love","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054476","TOP COAT COVER ANYLOVY","NAIL DESIGNER >> ANYLOVY","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054483","Top Coat Matte Efeito Fosco 12ml - Real Love","NAIL DESIGNER >> Real Love","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054499","Top Coat – Clear Frasco - 9g","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054521","Top Coat – Cover Frasco - 9g","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"806076792","Top Coat – Eggshell Matte Sachê","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054557","Top Coat – Gold Sachê","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054577","Top Coat – Rosé Gold Sachê","NAIL DESIGNER >> Vólia","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738054595","Ventilador de mão","Acesssórios e descartáveis","Revisar","Revisar","BAIXA","REVISAR_MANUALMENTE","Sem sinal suficiente para classificar automaticamente sem risco."
"738050854","￼Apoiador de Mão - MDF Prime Strass Rosa - Nail Designer Manicure","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
"738053110","￼Lixa Apolinario Grossa 100/180","NAIL DESIGNER","Nail Designer","Nail Designer","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Nail Designer."
